emotion,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
neutral,0.30943817,0.2509671,0.38407597,0.27874407,0.2578735,1.0,0.43938255,0.029227521,0.0,0.15456903,0.42927504,0.42812568,0.4166717,0.0,0.3715916,0.43182436,0.046412066,0.10333342,0.41893685,0.60879046
neutral,0.34952205,0.17612901,0.53966033,0.27525607,0.53810877,1.0,0.64898974,0.43366233,0.0,0.46163663,0.5336255,0.89061326,0.62925243,0.0,0.65156126,0.77842844,0.01736633,0.026266545,0.392952,0.4055412
neutral,0.42009464,0.19423854,0.82634634,0.31560442,0.26373062,1.0,0.4611304,0.09754333,1.0,0.38503343,0.6539547,0.15784226,0.48084673,0.0,0.531035,0.4008033,0.18905109,0.103854045,0.24933112,0.7655235
neutral,0.36738238,0.16366662,0.24873312,0.30658486,0.33799678,0.0,0.42764583,0.50563854,0.0,0.18550633,0.6618589,0.4365837,0.48197505,0.0,0.41102058,0.5429074,0.0750683,0.08378105,0.36398482,0.110763885
neutral,0.3482668,0.30624261,0.049382377,0.34542322,0.15753274,0.0,0.13568665,0.04432758,0.0,0.045339588,0.46914923,0.102422945,0.45211837,0.0,0.5627559,0.64716315,0.010867125,0.07850326,0.22441563,0.039386783
neutral,0.38854077,0.21677265,0.28996792,0.38741904,0.20429981,1.0,0.2898887,0.0058539887,1.0,0.44157624,0.528233,0.6789496,0.47832635,0.0,0.44740236,0.7268055,0.2600468,0.10535171,0.038554553,0.1463178
neutral,0.28315145,0.36360964,0.4123111,0.3199845,0.53084534,0.0,0.57826847,0.07439438,1.0,0.404495,0.6342372,0.8161193,0.46330902,0.0,0.6891014,0.6199554,0.010262822,0.12089735,0.33024806,0.24236454
neutral,0.20675488,0.17522426,0.18345287,0.3571523,0.13464567,0.0,0.2889075,0.09171326,1.0,0.14066385,0.3711785,0.30996352,0.4646965,0.0,0.44784012,0.5192494,0.10668773,0.18053028,0.552825,0.17567183
neutral,0.39914,0.28485963,0.22710551,0.44050184,0.4527457,1.0,0.53779227,0.8478979,0.0,0.5449792,0.50707155,0.39295423,0.5312681,0.0,0.77945685,0.37631914,0.12064865,0.09053482,0.08992431,0.58971006
neutral,0.33520606,0.22206682,0.26339382,0.25598425,0.4378591,0.0,0.30458832,0.20999815,1.0,0.22727521,0.4514341,0.3440731,0.48831937,0.0,0.30541268,0.5726936,0.4306423,0.1695006,0.071112104,0.3865864
neutral,0.560226,0.22662516,0.32547733,0.76231426,0.046012968,0.0,0.09421731,0.003859382,1.0,0.016660322,0.1232775,0.35729763,0.5147523,0.0,0.40122813,0.49630043,0.9681433,0.7360393,0.1284202,0.07385704
neutral,0.4552089,0.2162791,0.29738227,0.46730724,0.1471945,0.0,0.44440615,0.017841326,0.0,0.18759254,0.20698932,0.19937785,0.4856857,0.0,0.35365734,0.31765413,0.4603034,0.053826276,0.2467017,0.27732906
neutral,0.2884759,0.15255731,0.53026557,0.3138898,0.3038942,0.0,0.37850627,0.11328068,1.0,0.5612708,0.48687518,0.6172856,0.42878774,0.0,0.27745473,0.63593715,0.05882337,0.08288482,0.04095736,0.1447495
neutral,0.2823291,0.124308884,0.42613426,0.26048183,0.47040573,1.0,0.42439157,0.37912855,1.0,0.61730444,0.55619663,0.3022225,0.4512609,1.0,0.41163284,0.5425277,0.0432225,0.085871555,0.1103654,0.32639492
neutral,0.2936187,0.21044853,0.41587627,0.30499083,0.15448652,0.0,0.44619134,0.03995907,0.0,0.21806015,0.35841364,0.061711725,0.3223351,1.0,0.7718703,0.62313986,0.5513951,0.13776408,0.17290361,0.3244942
neutral,0.424166,0.24065512,0.54279923,0.31092077,0.23058519,1.0,0.41964176,0.042262323,1.0,0.1842542,0.34398618,0.11688846,0.41885355,0.0,0.36661202,0.30013746,0.06721437,0.10728672,0.53533137,0.5788549
neutral,0.5650123,0.42090532,0.27160132,0.32019332,0.20042491,0.0,0.34304246,0.0017031983,1.0,0.15547094,0.3008785,0.34167933,0.5080953,0.0,0.576269,0.24334948,0.210269,0.09055203,0.46079162,0.14120269
neutral,0.21820135,0.18310346,0.29927504,0.30141154,0.19979934,1.0,0.45793805,0.66421187,0.0,0.21591556,0.34969598,0.20296903,0.45531115,0.0,0.5832741,0.4392553,0.121969506,0.32122564,0.18026137,0.29195222
neutral,0.32242665,0.27878144,0.1253102,0.41723424,0.12520455,0.0,0.13769962,0.015352132,0.0,0.056501064,0.16656466,0.1076992,0.42479053,0.0,0.4435826,0.20257449,0.8329732,0.07672644,0.032768175,0.060159955
neutral,0.2909259,0.3251048,0.2298002,0.37392893,0.30836982,1.0,0.27944815,0.013473997,1.0,0.22115684,0.36389703,0.6153006,0.48094815,0.0,0.19813944,0.5693359,0.062233273,0.26506588,0.07376244,0.31916976
neutral,0.622991,0.6152073,0.18000184,0.72922885,0.05586969,0.0,0.1098971,0.0028405532,1.0,0.03984163,0.2126781,0.20223771,0.44598448,0.0,0.5858451,0.33395016,0.31150842,0.08647096,0.11673955,0.04826766
neutral,0.3867379,0.24753661,0.46508768,0.3415094,0.1660793,1.0,0.4583336,0.1029994,1.0,0.17023621,0.39474264,0.4736354,0.47925767,0.0,0.67739046,0.5606283,0.4181204,0.20172173,0.12902617,0.20915917
neutral,0.30025864,0.3427425,0.31479946,0.31563598,0.11381989,0.0,0.25822794,0.13350606,0.0,0.07845499,0.7129461,0.16971825,0.43411162,0.0,0.30901697,0.43652153,0.013911521,0.07689757,0.242698,0.1643902
neutral,0.24068153,0.2152387,0.11735263,0.445154,0.27446005,0.0,0.33197814,0.0012169211,0.0,0.27259365,0.21149425,0.30211523,0.4248416,0.0,0.51056653,0.4597504,0.13180402,0.06266846,0.088686705,0.34364995
neutral,0.43367597,0.2052446,0.27490932,0.3101002,0.2559056,1.0,0.4730506,0.020974398,0.0,0.13496657,0.351312,0.116720445,0.5318096,0.0,0.6878097,0.45038432,0.007343629,0.061460163,0.11762468,0.43536058
neutral,0.28442106,0.229994,0.40867123,0.45198512,0.4611494,0.0,0.2747934,0.025135064,0.0,0.6986657,0.6467704,0.6563367,0.6175902,0.0,0.80139977,0.75103265,0.05643488,0.07362746,0.30641344,0.24530481
neutral,0.30090624,0.34602883,0.62696713,0.45456028,0.1434498,0.0,0.33111537,0.018924473,0.0,0.07644733,0.27347538,0.14340952,0.48031846,0.0,0.3226159,0.40063432,0.21860127,0.106793225,0.13342208,0.091100335
neutral,0.40062836,0.29540583,0.5121413,0.44056872,0.24478236,0.0,0.4545923,0.020150421,0.0,0.14730766,0.23999767,0.11514065,0.4754718,0.0,0.6177065,0.45204836,0.3730569,0.11180769,0.1850641,0.317514
neutral,0.37761715,0.19500339,0.15793455,0.61791646,0.085931756,0.0,0.19857804,0.00048788966,0.0,0.050263926,0.22511476,0.4990284,0.22099552,0.0,0.63029116,0.46084425,0.0421669,0.19603583,0.080579005,0.14802696
neutral,0.40156144,0.2699472,0.41681215,0.36478475,0.16882363,0.0,0.30980128,0.030503795,1.0,0.20950125,0.2725989,0.08561677,0.5046986,0.0,0.4988551,0.46192592,0.22113858,0.16478091,0.47265452,0.53113365
neutral,0.41171277,0.6388224,0.06583504,0.4593105,0.096796304,0.0,0.1392802,0.006434251,0.0,0.087504424,0.2510711,0.18384881,0.4903742,0.0,0.6456027,0.3274894,0.25168046,0.08884102,0.12500656,0.0404396
neutral,0.1676036,0.17771423,0.24671239,0.34376916,0.20089048,0.0,0.29592708,0.28241253,1.0,0.18618916,0.51685417,0.42697036,0.4164672,0.0,0.5430017,0.39119497,0.12086635,0.15857615,0.50061375,0.07959494
neutral,0.22766031,0.17815977,0.5751541,0.36840698,0.61403847,0.0,0.25550762,0.29358724,1.0,0.6794227,0.41544428,0.34445316,0.43357974,1.0,0.66105497,0.60253567,0.011705608,0.101006016,0.024480319,0.16292779
neutral,0.24106127,0.17792289,0.4402051,0.26190084,0.29207337,0.0,0.37355587,0.02101385,1.0,0.10651766,0.28793997,0.15726762,0.53017414,0.0,0.48944902,0.52120864,0.10145581,0.046784848,0.39089906,0.51102126
neutral,0.31867915,0.24849863,0.43160743,0.4059552,0.54756606,0.0,0.6508432,0.14124426,0.0,0.35244086,0.58617204,0.09191411,0.57827955,0.0,0.7603803,0.536083,0.50956255,0.21512128,0.31124157,0.5712222
neutral,0.29925263,0.27136052,0.7435364,0.3234936,0.45764744,1.0,0.4434508,0.058016594,1.0,0.48036245,0.64069957,0.09051929,0.35724315,1.0,0.45624042,0.43026218,0.060930748,0.10526366,0.11397684,0.1562919
neutral,0.255445,0.24140109,0.3103418,0.3153449,0.23940621,1.0,0.4186064,0.056522395,0.0,0.14834318,0.38138705,0.2750874,0.42615387,0.0,0.5813077,0.49758852,0.028730115,0.30675474,0.60841376,0.25720346
neutral,0.6067767,0.41898635,0.124549665,0.7220474,0.05355683,0.0,0.12554519,0.0036576858,0.0,0.024918683,0.2007398,0.48033088,0.60023594,0.0,0.54421276,0.3568167,0.097183965,0.10498274,0.030150801,0.1031692
neutral,0.46200845,0.30256316,0.5223214,0.29616117,0.19253527,1.0,0.52130413,0.017483745,0.0,0.35928765,0.47201365,0.1593698,0.5602496,0.0,0.43398845,0.29672012,0.17648877,0.07850629,0.68433887,0.50556815
neutral,0.24680887,0.17549862,0.38403505,0.33604038,0.124972366,0.0,0.22505113,0.45057032,1.0,0.19279183,0.78984517,0.25395712,0.43994427,0.0,0.69428104,0.6943383,0.012823635,0.05410719,0.21457821,0.11017036
neutral,0.34558442,0.22275458,0.5805682,0.40317464,0.18623094,0.0,0.16419993,0.22000423,0.0,0.23369643,0.7545053,0.21852604,0.43783295,0.0,0.57257897,0.54694825,0.012492823,0.05647781,0.26930794,0.053407826
neutral,0.3503043,0.19587898,0.4377444,0.36882588,0.4323292,1.0,0.32737568,0.9511422,1.0,0.47686997,0.4059555,0.77543235,0.43174684,0.0,0.31725192,0.64218587,0.23646753,0.22747152,0.061727878,0.22122855
neutral,0.2532715,0.1879073,0.74488837,0.3007926,0.29885042,0.0,0.53996044,0.010596349,1.0,0.10478257,0.4142158,0.3139607,0.5941256,1.0,0.5199629,0.516115,0.08335278,0.10806565,0.28152555,0.38075152
neutral,0.3991229,0.25520647,0.7726757,0.26800853,0.47632495,0.0,0.4593929,0.10366005,1.0,0.3358682,0.44243658,0.15138069,0.45659792,0.0,0.35331565,0.67533314,0.4473052,0.044868734,0.18780614,0.29980356
neutral,0.3487957,0.2620052,0.37753335,0.33105892,0.20947422,0.0,0.40034735,0.010352599,0.0,0.09363833,0.19309504,0.06702197,0.39929113,0.0,0.32283735,0.51529247,0.025960118,0.10344139,0.5802485,0.10339646
neutral,0.33261225,0.25224438,0.5569179,0.3103455,0.6313882,0.0,0.38935605,0.83615035,1.0,0.7510345,0.7032045,0.7840184,0.5411672,0.0,0.47594237,0.7617269,0.3060688,0.13449627,0.10009123,0.28643236
neutral,0.2946869,0.16088144,0.7846598,0.28784436,0.57270527,0.0,0.6004934,0.5293446,0.0,0.5226954,0.6379907,0.30711555,0.6862688,0.0,0.502724,0.7575741,0.0055354326,0.05075856,0.5067549,0.15033303
neutral,0.36938524,0.3590712,0.75527185,0.3052586,0.20654844,1.0,0.5757836,0.024107011,0.0,0.32361045,0.48943394,0.3235269,0.45163476,0.0,0.51181746,0.21174815,0.21605459,0.11906214,0.43065244,0.48942503
neutral,0.46147594,0.14336322,0.62361664,0.3067637,0.6169415,1.0,0.47157225,0.08540266,0.0,0.7328272,0.42113587,0.12131675,0.59696156,1.0,0.38637018,0.4848584,0.9023513,0.08595347,0.25473717,0.4823483
neutral,0.30957583,0.24561146,0.1605287,0.35051107,0.31766117,1.0,0.3010636,0.6441848,0.0,0.30107448,0.34704506,0.49815363,0.45605335,0.0,0.24580798,0.56320953,0.46980232,0.13494995,0.10605936,0.30212134
neutral,0.45408243,0.26896128,0.70741683,0.3030027,0.6517464,0.0,0.60823447,0.14866702,1.0,0.6767387,0.6160859,0.3967913,0.6714737,0.0,0.29707482,0.7553475,0.09474792,0.11352269,0.21274075,0.5139293
neutral,0.18111783,0.19452655,0.30648434,0.2958762,0.10962355,0.0,0.23640008,0.3204262,0.0,0.062285107,0.5126106,0.51822776,0.47003272,0.0,0.5297243,0.53998846,0.0008017466,0.04103652,0.53355265,0.106041804
neutral,0.24219349,0.15287246,0.3292725,0.25485697,0.4390576,1.0,0.2463509,0.31011978,1.0,0.2500549,0.5193829,0.19303532,0.624079,0.0,0.32702178,0.3972655,0.068572864,0.10519292,0.073316604,0.36423236
neutral,0.17485332,0.13811839,0.29681778,0.3410545,0.14919314,0.0,0.2589794,0.11530815,0.0,0.12378742,0.3194652,0.20693007,0.48710948,0.0,0.28463846,0.24718997,0.044282384,0.09700981,0.49297908,0.3527226
neutral,0.60498255,0.36064255,0.286359,0.51266026,0.04589054,0.0,0.17946579,0.0031626082,1.0,0.02807747,0.16384794,0.2595301,0.517821,0.0,0.41287038,0.46013597,0.26883024,0.1678326,0.28035754,0.21926315
neutral,0.5767996,0.5627114,0.41091484,0.6531369,0.09496542,0.0,0.09551,0.009693657,1.0,0.048753913,0.32089764,0.17644715,0.5645544,0.0,0.40086752,0.45444,0.055676434,0.06180235,0.29298797,0.03203682
neutral,0.34548962,0.23489048,0.59850806,0.34708464,0.23614731,1.0,0.46908817,0.07699493,1.0,0.40975156,0.390097,0.5136648,0.5227923,0.0,0.6761021,0.44099393,0.2965267,0.110911235,0.34955218,0.5888301
neutral,0.3224728,0.1484055,0.036546472,0.4429499,0.22288868,0.0,0.18607096,0.018101882,0.0,0.15980023,0.18361266,0.09121805,0.4487848,0.0,0.18509358,0.17574678,0.027438695,0.021156901,0.18311337,0.084219374
neutral,0.26977476,0.31664822,0.377081,0.27612668,0.18763706,1.0,0.3854774,0.053254668,0.0,0.1256083,0.38091987,0.21338773,0.56282496,0.0,0.5575515,0.4859719,0.09124966,0.09056725,0.27542314,0.29792038
neutral,0.29739648,0.18732712,0.72643244,0.3051388,0.20232975,0.0,0.52978176,0.089760855,0.0,0.06651045,0.28502452,0.20175472,0.45199627,0.0,0.46977916,0.44142717,0.014905503,0.05815309,0.40126997,0.14532848
neutral,0.3580918,0.13379885,0.24744456,0.35436133,0.15896516,0.0,0.35630953,0.009517714,0.0,0.12935242,0.12649556,0.38750187,0.4985808,0.0,0.5964188,0.28538105,0.2516976,0.16475391,0.36836177,0.17878832
neutral,0.44400004,0.28394955,0.13000911,0.39590237,0.2931029,0.0,0.31967238,0.0046708095,0.0,0.06581574,0.23638016,0.08422239,0.4836826,0.0,0.5356948,0.3533155,0.19841474,0.05516396,0.1593057,0.12852767
neutral,0.2460504,0.19997282,0.13988754,0.44414908,0.31659746,0.0,0.49109146,0.0070688203,0.0,0.167277,0.39251214,0.23988564,0.55411637,0.0,0.5387306,0.5352325,0.10558492,0.07250033,0.5571224,0.4312229
neutral,0.22837871,0.24329734,0.2527948,0.29218307,0.29590744,0.0,0.30220807,0.018038249,0.0,0.20665783,0.30641195,0.18706556,0.46273077,0.0,0.30528456,0.45224318,0.31756964,0.13863575,0.39107963,0.1668976
neutral,0.2898483,0.30033964,0.42706877,0.32013437,0.216713,0.0,0.25524503,0.048081458,1.0,0.18708405,0.5570734,0.2651802,0.4855266,0.0,0.35735154,0.7602703,0.014340913,0.089917384,0.4626962,0.090389885
neutral,0.39732778,0.26379824,0.4346654,0.24602687,0.17113706,1.0,0.35616526,0.07858216,0.0,0.17476226,0.41828457,0.28354698,0.41482255,0.0,0.47119656,0.31814146,0.031690445,0.1424485,0.48968798,0.54904944
neutral,0.39766157,0.39163548,0.3813467,0.3615701,0.37766388,1.0,0.6204606,0.12158119,1.0,0.65810907,0.5902894,0.3482471,0.51530814,0.0,0.49826565,0.38728577,0.1234763,0.076436475,0.1910177,0.30578202
neutral,0.31679595,0.36552343,0.21327177,0.46033257,0.17358819,0.0,0.23750117,0.00049673195,0.0,0.093154356,0.27390572,0.46311092,0.45383805,0.0,0.78498214,0.3516065,0.09620281,0.042186093,0.43438885,0.12348869
neutral,0.38061258,0.2752369,0.17290194,0.46418807,0.059947237,0.0,0.15217705,0.002091364,1.0,0.120097324,0.33000624,0.28939813,0.4823026,0.0,0.6481954,0.5595985,0.06816598,0.032873835,0.1506368,0.15748596
neutral,0.44324535,0.28378308,0.79983777,0.30243474,0.20703979,0.0,0.55330116,0.05480074,1.0,0.26803723,0.46251905,0.09793463,0.30532593,0.0,0.37580407,0.3449387,0.043033205,0.18868904,0.28283146,0.1520188
neutral,0.39225066,0.32372716,0.6812477,0.30462888,0.19621935,1.0,0.47192365,0.13567592,1.0,0.21320559,0.27130383,0.45677984,0.47076982,0.0,0.48172152,0.4350185,0.029194538,0.11179652,0.67399293,0.39252838
neutral,0.4316565,0.17404123,0.21264088,0.45598093,0.08231242,0.0,0.28871146,0.0005131679,0.0,0.086977266,0.13164596,0.12985191,0.4469466,0.0,0.4501039,0.30718115,0.1755121,0.073713526,0.23867863,0.1317917
neutral,0.34173357,0.3343469,0.5385522,0.25890917,0.759856,1.0,0.31489444,0.7919161,0.0,0.80140656,0.83889294,0.48881465,0.51985484,0.0,0.2848671,0.62770224,0.005462538,0.050306022,0.4065646,0.2504388
neutral,0.22134358,0.2727617,0.30434358,0.4123899,0.31351513,0.0,0.36586866,0.08563513,0.0,0.087791376,0.2636109,0.2043059,0.54136795,0.0,0.52436715,0.41308916,0.6990647,0.109037705,0.22239618,0.23465227
neutral,0.20650724,0.25573877,0.3953965,0.33198977,0.16264206,0.0,0.35220996,0.0042756824,0.0,0.092483066,0.16633573,0.21193929,0.52189004,0.0,0.4573538,0.5962701,0.17507663,0.15510406,0.3082367,0.078907326
neutral,0.30139,0.25351542,0.58270735,0.3139229,0.32880646,0.0,0.38466185,0.015965031,0.0,0.15454942,0.3284974,0.19608071,0.48117545,0.0,0.4763955,0.4759955,0.19219306,0.056258786,0.5165751,0.53040296
neutral,0.3903945,0.23259218,0.55826813,0.29963955,0.3739768,1.0,0.5979504,0.043837123,0.0,0.29387856,0.54962885,0.10855724,0.5856547,1.0,0.37742707,0.46551582,0.4472956,0.11988634,0.81094366,0.48756084
neutral,0.3327761,0.36374277,0.40649003,0.29566854,0.63019484,0.0,0.48523405,0.0284029,1.0,0.806493,0.6298026,0.15757033,0.601287,0.0,0.27256063,0.5810668,0.016010957,0.039660737,0.06826627,0.07945809
neutral,0.2196589,0.22919151,0.13390623,0.3152263,0.11546398,0.0,0.20101777,0.028540561,1.0,0.08134917,0.42078453,0.19351074,0.5142587,0.0,0.3476471,0.7366366,0.0059615658,0.10496237,0.3263109,0.07556252
neutral,0.35103047,0.31560978,0.27674702,0.32435343,0.23239438,0.0,0.29953295,0.12768795,0.0,0.07036803,0.28124624,0.29327732,0.47531575,0.0,0.34956563,0.36553216,0.019938534,0.29169062,0.22885162,0.2235795
neutral,0.25582346,0.16893792,0.44161758,0.35173935,0.2701887,1.0,0.30639493,0.037816774,1.0,0.14828922,0.44996107,0.14049143,0.53319585,0.0,0.5783984,0.33329913,0.23684515,0.17168659,0.56651366,0.6048825
neutral,0.3230148,0.37774524,0.10500566,0.3771416,0.12829186,0.0,0.27585682,0.6530867,1.0,0.0961053,0.16095167,0.73415977,0.46668828,0.0,0.30101728,0.4292675,0.21112904,0.23045951,0.09535095,0.35777223
neutral,0.35060653,0.15077806,0.36917588,0.40314248,0.12893091,0.0,0.20646751,0.02238271,1.0,0.10153723,0.39800295,0.64737064,0.51609254,0.0,0.6991715,0.58446205,0.03190164,0.20661356,0.044205256,0.08688249
neutral,0.559551,0.34950405,0.568537,0.28002793,0.27410275,0.0,0.4164619,0.04346782,0.0,0.21764241,0.46011072,0.37783697,0.37356192,0.0,0.36040154,0.42909867,0.16759732,0.21424218,0.21017364,0.5045664
neutral,0.38758874,0.23047614,0.41455126,0.27231914,0.48140404,0.0,0.56887656,0.9642438,1.0,0.68274677,0.54908425,0.29619315,0.42544654,0.0,0.59592724,0.6607438,0.019454028,0.15579139,0.6669523,0.27351528
neutral,0.33143985,0.14055428,0.52941597,0.28178376,0.4691504,0.0,0.62928694,0.03253391,1.0,0.20731069,0.2983785,0.21917142,0.4245708,0.0,0.30327207,0.43318695,0.7137455,0.038263947,0.12851097,0.15815493
neutral,0.23977706,0.25322986,0.18243058,0.28066552,0.27605078,0.0,0.2964308,0.50503826,1.0,0.10082241,0.26401514,0.32264724,0.522708,0.0,0.255539,0.47862142,0.23060578,0.06071067,0.37974885,0.342884
neutral,0.39933762,0.23071873,0.55482364,0.28505948,0.20071416,1.0,0.41031474,0.65542364,0.0,0.16579802,0.24514666,0.15448362,0.34774488,0.0,0.48976514,0.40891877,0.8557594,0.26148325,0.27484253,0.19164643
happy,0.34522903,0.23840083,0.41935408,0.2786225,0.547795,1.0,0.48015293,0.10839544,1.0,0.61802715,0.7021225,0.4009443,0.4343681,0.0,0.3253303,0.3741162,0.103352,0.085654385,0.4504072,0.7944443
happy,0.3006036,0.43221167,0.405597,0.3073331,0.71599627,1.0,0.5530819,0.5118192,1.0,0.9424985,0.55100113,0.17425874,0.38687506,1.0,0.26873094,0.2547185,0.6278003,0.1835894,0.07029667,0.758336
happy,0.49263924,0.3714419,0.34014112,0.3205071,0.8977953,1.0,0.53454953,0.42018571,0.0,0.9532572,0.8709029,0.24590436,0.57336336,0.0,0.3224571,0.36624664,0.906683,0.05509632,0.11107774,0.6491642
happy,0.31355983,0.3335891,0.20964245,0.3522434,0.6216227,1.0,0.506007,0.076809146,1.0,0.84122574,0.72975224,0.37656757,0.6105946,0.0,0.61541486,0.52548146,0.09947859,0.05416523,0.29167345,0.42613786
happy,0.36132118,0.34992245,0.5487245,0.26914027,0.9156002,1.0,0.7670616,0.07049975,0.0,0.96501356,0.86278796,0.047841694,0.4658089,0.0,0.24523482,0.69175166,0.98683363,0.2740629,0.28137735,0.80000037
happy,0.39287046,0.3896747,0.37735406,0.26552615,0.44487447,1.0,0.5390872,0.5728802,1.0,0.86059725,0.67390066,0.6986524,0.53949445,0.0,0.3829096,0.5725065,0.24621826,0.075069375,0.50854486,0.7152119
happy,0.32719517,0.25139257,0.15022345,0.2679389,0.6540054,0.0,0.4891068,0.02943131,1.0,0.8263639,0.68860465,0.21436964,0.48796242,0.0,0.44766352,0.51956624,0.68945605,0.029274058,0.1070187,0.8348683
happy,0.30560872,0.24225043,0.23054038,0.272377,0.88749444,1.0,0.584667,0.93334955,1.0,0.960903,0.7087747,0.61323154,0.31569862,1.0,0.535277,0.548124,0.98553455,0.215712,0.12692998,0.8350246
happy,0.17571029,0.2979134,0.18697812,0.27045977,0.40188536,0.0,0.34584895,0.0061058733,1.0,0.5363977,0.5478455,0.36732408,0.446328,0.0,0.4240427,0.5397905,0.43569607,0.085190475,0.38959658,0.3041838
happy,0.36119413,0.36171937,0.56692684,0.40460783,0.15656155,0.0,0.1727028,0.8889827,1.0,0.18220134,0.36930287,0.22079942,0.33561215,1.0,0.49268973,0.117076784,0.9969409,0.31488967,0.11350592,0.072509855
happy,0.33232725,0.28746283,0.6373791,0.29901737,0.26687744,1.0,0.5457307,0.006042617,0.0,0.2643248,0.31269076,0.13658398,0.5336654,1.0,0.3856024,0.581907,0.080605686,0.046931997,0.43588254,0.8403475
happy,0.36383387,0.43829867,0.33158612,0.2876406,0.5977348,1.0,0.37654,0.23220958,0.0,0.814838,0.7569307,0.353107,0.42381987,0.0,0.549494,0.28750396,0.0040436294,0.051532976,0.6490271,0.70732075
happy,0.38287744,0.4299397,0.48371586,0.39159474,0.87887126,1.0,0.5236285,0.0046194457,1.0,0.9090173,0.8428175,0.095260926,0.47722307,0.0,0.24214405,0.34625363,0.9652214,0.16635202,0.29410303,0.7190358
happy,0.3041834,0.29749602,0.36020654,0.30561742,0.6674716,1.0,0.42806074,0.10547316,0.0,0.8592178,0.745852,0.2895861,0.42042437,0.0,0.565657,0.54657114,0.04618347,0.079978995,0.1835532,0.4818813
happy,0.43101868,0.3752403,0.7258965,0.28019613,0.4424294,1.0,0.4810861,0.07154448,1.0,0.70077115,0.58328617,0.08643246,0.49398404,0.0,0.5227613,0.50514776,0.70054054,0.08898634,0.18457547,0.4387832
happy,0.38448545,0.22102277,0.8214073,0.24361783,0.5218564,1.0,0.5491456,0.018799352,1.0,0.77998704,0.7591395,0.64113975,0.39591515,0.0,0.30366394,0.53693336,0.6214238,0.22451727,0.7196466,0.73031336
happy,0.3234115,0.18349203,0.24073087,0.3645393,0.49617028,1.0,0.46385655,0.0065183262,1.0,0.6523759,0.55924666,0.046045464,0.53428465,0.0,0.3815063,0.41223696,0.03148393,0.026485661,0.07099905,0.42286643
happy,0.22528939,0.23526001,0.38573918,0.29097527,0.27081734,1.0,0.3529563,0.0037700243,0.0,0.27988622,0.6986825,0.17550507,0.50558543,0.0,0.6520926,0.57291144,0.07716588,0.100749984,0.68592906,0.59561855
happy,0.39744005,0.23688726,0.50091875,0.27739188,0.3516152,1.0,0.56416416,0.27433348,1.0,0.80136853,0.5216507,0.5404682,0.5450258,0.0,0.7008673,0.4573224,0.39386883,0.14726613,0.29198584,0.6981935
happy,0.34862092,0.3177556,0.5101773,0.24641323,0.9058614,1.0,0.69363004,0.36308104,1.0,0.9422437,0.7339493,0.68979025,0.63923705,0.0,0.2424841,0.615674,0.57296157,0.068740696,0.7010483,0.7202204
happy,0.375912,0.3108322,0.68862456,0.26603818,0.84444433,1.0,0.6468381,0.039190955,0.0,0.8810763,0.6040915,0.38711947,0.5695203,0.0,0.43583915,0.33700204,0.95284986,0.046964824,0.3743185,0.7941757
happy,0.5077623,0.54142046,0.4501869,0.29674253,0.8870933,1.0,0.5486303,0.22675286,1.0,0.94011337,0.68470967,0.100941695,0.66426605,0.0,0.4184188,0.70384276,0.8611227,0.046771463,0.28147027,0.7539126
happy,0.3758645,0.343901,0.07442547,0.38569114,0.6691288,1.0,0.3231484,0.008178521,0.0,0.83324534,0.7031748,0.12005174,0.46799216,0.0,0.2970945,0.48044586,0.0016314004,0.04599181,0.14266053,0.28913367
happy,0.49505687,0.29095438,0.25845784,0.255388,0.8583449,1.0,0.50034857,0.14875787,0.0,0.9477865,0.6853195,0.16423954,0.4352969,0.0,0.5377618,0.4625706,0.6389525,0.0817897,0.15012673,0.77877796
happy,0.42420396,0.24507204,0.41563103,0.39244428,0.50933826,1.0,0.43017125,0.001825604,1.0,0.64792305,0.4251351,0.5257856,0.53021497,0.0,0.5802527,0.45893326,0.034503385,0.041332208,0.20756103,0.27785063
happy,0.27348265,0.15217035,0.416379,0.27211753,0.7089068,1.0,0.47237468,0.22769718,0.0,0.8996701,0.6478765,0.11286788,0.46632788,1.0,0.5580376,0.44919553,0.28843257,0.10156976,0.34341875,0.8627614
happy,0.41584417,0.33580172,0.5037645,0.31496724,0.88681626,1.0,0.5047811,0.43878224,1.0,0.92445356,0.78750587,0.3121843,0.464327,0.0,0.4354456,0.29258573,0.29950067,0.23726815,0.16092849,0.80671847
happy,0.25050718,0.24137479,0.36651683,0.2567886,0.58049285,1.0,0.4756767,0.21099928,1.0,0.81882995,0.7181063,0.37434486,0.5089198,0.0,0.4811892,0.6119192,0.5513953,0.12722048,0.5504805,0.796495
happy,0.43646485,0.3708085,0.5318734,0.29232863,0.8390824,1.0,0.6989429,0.089201346,0.0,0.88276625,0.9103656,0.2240176,0.616976,0.0,0.39748284,0.5178144,0.46634135,0.04327661,0.042396355,0.6355735
happy,0.461344,0.22116715,0.45297247,0.28887218,0.42824417,1.0,0.34867653,0.026640076,0.0,0.84869146,0.5473842,0.105516,0.54911685,0.0,0.48028028,0.50698316,0.95331514,0.084216245,0.41062185,0.25618
