emotion,AU01,AU02,AU04,AU05,AU06,AU07,AU09,AU10,AU11,AU12,AU14,AU15,AU17,AU20,AU23,AU24,AU25,AU26,AU28,AU43
happy,0.49167535,0.2848402,0.5318628,0.4370805,0.36234277,0.0,0.40443718,0.0039125,0.0,0.36259997,0.33991486,0.1521361,0.5275825,0.0,0.50365174,0.5669469,0.053450026,0.054428346,0.07473688,0.10319106
happy,0.3880394,0.39706755,0.42675304,0.29388404,0.4714692,1.0,0.5511978,0.12944712,1.0,0.809702,0.74116915,0.07224596,0.38609493,0.0,0.40137035,0.23649254,0.021175276,0.18808065,0.61132485,0.8050282
happy,0.5512941,0.35793024,0.3927367,0.31928235,0.83009154,1.0,0.41687718,0.24355887,0.0,0.93846583,0.70072705,0.19037189,0.49034452,0.0,0.21931589,0.30218464,0.5878262,0.13880597,0.16668552,0.7599199
happy,0.3876854,0.2689632,0.22318405,0.4233091,0.27187514,0.0,0.14740886,0.069238536,1.0,0.5485479,0.44879496,0.30992624,0.47176102,0.0,0.6267143,0.58397377,0.8091373,0.07532431,0.09780107,0.075459346
happy,0.3511606,0.35529664,0.26615912,0.36761013,0.43377078,0.0,0.4093755,0.0040197205,1.0,0.6799266,0.35037687,0.23737396,0.4604897,0.0,0.249971,0.3047616,0.029400807,0.057845823,0.07976381,0.25559476
happy,0.34070748,0.33081988,0.20650513,0.3078395,0.88588554,1.0,0.54128623,0.4967185,1.0,0.92663133,0.7432259,0.06971163,0.43128264,1.0,0.19764191,0.30408207,0.6421946,0.09046652,0.2405575,0.7099725
happy,0.5640689,0.4840765,0.4411356,0.32777375,0.5511213,1.0,0.5548861,0.026289767,0.0,0.7238213,0.66617453,0.027519293,0.4889784,0.0,0.5214991,0.6330192,0.08718096,0.12299466,0.7787206,0.8372227
happy,0.374527,0.25552067,0.47144726,0.27661458,0.7095359,1.0,0.48519847,0.020802276,0.0,0.8168665,0.79540527,0.17476968,0.41485643,0.0,0.53872955,0.5044167,0.94093156,0.029527597,0.22963098,0.38482934
happy,0.46361002,0.39088663,0.66117984,0.25458485,0.25098896,1.0,0.5557653,0.021916907,1.0,0.7192617,0.5537602,0.51926094,0.5751542,0.0,0.39083725,0.36990833,0.26722685,0.07216385,0.44442627,0.7571545
happy,0.2958869,0.299662,0.21907422,0.45741257,0.5066038,0.0,0.40994167,0.018164286,0.0,0.8000293,0.46847525,0.35437232,0.49053675,0.0,0.6488866,0.16680272,0.88956124,0.15758105,0.1445556,0.068910755
sad,0.23384205,0.1873459,0.25567216,0.3071858,0.1820604,0.0,0.25239027,0.10981685,1.0,0.10573994,0.37216195,0.35978356,0.44943303,0.0,0.66222185,0.38920224,0.0063453102,0.053902972,0.23658042,0.30020913
sad,0.28909317,0.22454934,0.18220076,0.3829429,0.10983334,0.0,0.23130827,0.31355596,0.0,0.1569932,0.6128087,0.268171,0.49535984,0.0,0.36050537,0.52972585,0.12081793,0.080043435,0.04993409,0.06926841
sad,0.40641174,0.21482348,0.31211415,0.30331716,0.18402968,0.0,0.44362924,0.020086417,1.0,0.19098555,0.3760019,0.029944668,0.4010739,0.0,0.27540782,0.44011298,0.07199509,0.118110895,0.4664344,0.559051
sad,0.2706219,0.15550937,0.21032284,0.3627242,0.24113674,0.0,0.30788928,0.10377011,1.0,0.26740327,0.2813491,0.7655875,0.48628485,0.0,0.1495461,0.66642576,0.039117016,0.109462224,0.30489874,0.2038571
sad,0.42974964,0.2760669,0.6107357,0.34135896,0.19357565,1.0,0.30358502,0.0037898135,1.0,0.12194207,0.12597397,0.3004714,0.5108727,0.0,0.24913856,0.5073229,0.03030617,0.08377649,0.07735403,0.13366483
sad,0.27225417,0.16711538,0.30437198,0.3125309,0.22783297,0.0,0.2749443,0.3633062,1.0,0.24975824,0.43903774,0.51638526,0.4646583,0.0,0.41816702,0.68106484,0.038898487,0.23165901,0.25047508,0.14220384
sad,0.32692668,0.18930896,0.4618956,0.30597526,0.28540015,0.0,0.42714247,0.024328822,1.0,0.344598,0.7135312,0.1477559,0.31441498,1.0,0.30074325,0.53056866,0.048169468,0.09228266,0.1084128,0.11962678
sad,0.3439875,0.37368757,0.47649923,0.25076404,0.24399526,1.0,0.27816355,0.9946865,0.0,0.081398,0.2702015,0.27764884,0.27531734,0.0,0.3829094,0.47381315,0.0213775,0.2672729,0.45094177,0.22592476
sad,0.25158113,0.2039139,0.29751262,0.28312132,0.24138634,0.0,0.28113294,0.20251356,0.0,0.12921925,0.24865659,0.14411074,0.44690296,0.0,0.4551082,0.3800066,0.30704978,0.07231752,0.27238354,0.4969303
sad,0.28311077,0.24009027,0.83810717,0.3075518,0.2840558,1.0,0.2666473,0.0393949,0.0,0.22370373,0.5807266,0.20342244,0.45004374,0.0,0.3760029,0.6647405,0.3314028,0.0830034,0.29411817,0.2678129
sad,0.49325302,0.34823847,0.29095697,0.3971018,0.12119929,0.0,0.16608559,0.043098114,0.0,0.035314307,0.49770314,0.33673686,0.29734254,0.0,0.66027904,0.37322453,0.708096,0.35214135,0.036978632,0.11952396
sad,0.3208773,0.34984744,0.50824237,0.25250915,0.5127018,0.0,0.4928164,0.3238284,1.0,0.54787654,0.71404135,0.5159434,0.4899627,0.0,0.47379845,0.6630093,0.1121798,0.24941926,0.5647439,0.30419162
sad,0.37285918,0.15446049,0.4951478,0.35864606,0.24605553,0.0,0.3245585,0.038020577,1.0,0.24562861,0.43798164,0.17280425,0.43987104,0.0,0.38472548,0.52715296,0.044683505,0.18920547,0.15714586,0.27899334
sad,0.39146823,0.23100011,0.61753285,0.33010316,0.17345795,0.0,0.29434073,0.013014437,1.0,0.10822257,0.38588697,0.39678493,0.3985094,0.0,0.41917646,0.37314776,0.076732144,0.43286252,0.2405068,0.078361
sad,0.38258687,0.36479974,0.2997508,0.2698391,0.5128696,0.0,0.6010355,0.2603791,0.0,0.6297434,0.58397615,0.56802684,0.5107903,0.0,0.38892868,0.51830375,0.050188433,0.06511265,0.28849855,0.8348354
sad,0.26256698,0.23522703,0.17624126,0.2822311,0.3004762,1.0,0.33343402,0.049557664,0.0,0.14686586,0.22554407,0.17732994,0.29480794,0.0,0.5125663,0.33667046,0.11868248,0.17402604,0.64435047,0.52678216
sad,0.25083554,0.15125793,0.22109291,0.3124985,0.2607059,0.0,0.35132563,0.012727004,0.0,0.30557063,0.5708248,0.7161105,0.44817623,0.0,0.44995826,0.61908376,0.032958277,0.10736649,0.45035154,0.14890599
sad,0.30328465,0.27295968,0.5707831,0.28754017,0.3571934,1.0,0.40905488,0.00205113,0.0,0.15105796,0.485987,0.27800187,0.3647581,0.0,0.44572222,0.59250224,0.0702178,0.19030091,0.0972621,0.35948142
sad,0.48819473,0.42107657,0.3148,0.2972106,0.5396804,1.0,0.50413126,0.024043307,0.0,0.43156186,0.5879757,0.23734474,0.46706432,0.0,0.4509014,0.42707452,0.14460349,0.07620445,0.23610382,0.36874384
sad,0.2236761,0.25746357,0.10263442,0.45328778,0.26658693,0.0,0.39924255,0.0021853673,0.0,0.06347268,0.22178535,0.07773134,0.46750352,0.0,0.40304255,0.3068863,0.3317943,0.04656533,0.18445238,0.38109735
sad,0.42049864,0.22024974,0.45333642,0.39035222,0.08879074,0.0,0.27276397,0.007868598,1.0,0.02246544,0.2834823,0.7678017,0.5341663,0.0,0.34425643,0.5755778,0.0752221,0.20247298,0.018473787,0.07289394
sad,0.4362802,0.22212505,0.6216985,0.365691,0.3274489,0.0,0.41761038,0.04510145,0.0,0.12365379,0.3035113,0.39768362,0.4688034,1.0,0.4248846,0.4309217,0.66407055,0.062199157,0.42621875,0.58825344
sad,0.18771261,0.15483135,0.4928371,0.37966368,0.63263774,0.0,0.27449116,0.017866619,1.0,0.5319056,0.49617326,0.6198148,0.48315153,0.0,0.40447107,0.51740104,0.058779284,0.16670439,0.070465945,0.24110755
sad,0.35393313,0.22726287,0.4952285,0.45816115,0.28482112,1.0,0.39604917,0.100451834,0.0,0.3154899,0.36859283,0.08087111,0.44525233,0.0,0.6653312,0.4272406,0.12505129,0.11536673,0.10283794,0.23006198
sad,0.23842272,0.12996191,0.38848183,0.30683252,0.19323404,1.0,0.21421881,0.07570564,1.0,0.064662285,0.4028499,0.35850736,0.5426283,0.0,0.31635305,0.39670956,0.015166384,0.091610216,0.2642332,0.15293288
sad,0.50576234,0.17201048,0.15892607,0.3207882,0.4215937,1.0,0.24857132,0.10689583,1.0,0.21697024,0.30217937,0.46543586,0.4485759,0.0,0.31392446,0.56169885,0.29092798,0.28172103,0.1606658,0.52988285
sad,0.4323641,0.33460444,0.3875164,0.29232475,0.20138952,0.0,0.38771778,0.3437841,0.0,0.2578482,0.18955658,0.24763127,0.42762467,0.0,0.5268172,0.2916014,0.56381905,0.06424403,0.52523994,0.3950932
sad,0.45060515,0.26759806,0.18712324,0.29600918,0.501113,0.0,0.45015472,0.071600646,1.0,0.40612483,0.59372854,0.52396303,0.4848097,0.0,0.35029525,0.73591256,0.001200201,0.16824906,0.5025014,0.12272315
sad,0.31631818,0.14954497,0.662873,0.31873646,0.19940929,0.0,0.42255136,0.02739462,1.0,0.061493255,0.37958252,0.3033095,0.3713255,0.0,0.58294564,0.55223554,0.0016970962,0.048049062,0.31068054,0.07399376
sad,0.37528262,0.18622926,0.31036887,0.33671892,0.22860292,0.0,0.27632248,0.024159618,1.0,0.17009383,0.21494754,0.560716,0.5170816,0.0,0.28634194,0.5667155,0.46266007,0.12577185,0.25853252,0.22081293
sad,0.3114207,0.22201732,0.6889877,0.27041575,0.18287188,0.0,0.3613709,0.11547484,0.0,0.17484827,0.31358293,0.11837032,0.41345954,0.0,0.41181108,0.3871996,0.010669984,0.120667614,0.056838386,0.23772663
sad,0.27561092,0.22960426,0.5032234,0.31758854,0.37775755,1.0,0.4106248,0.016192803,1.0,0.55385566,0.573769,0.023204835,0.33209193,1.0,0.46450102,0.54161274,0.018019859,0.05454883,0.14069478,0.068777755
sad,0.29754382,0.1645009,0.86483777,0.2985703,0.23526213,0.0,0.5150127,0.054933205,0.0,0.24184398,0.31402865,0.60745674,0.6169898,0.0,0.41121042,0.6435932,0.07206372,0.04399228,0.07155972,0.22760285
sad,0.36387736,0.38785422,0.62657934,0.3403854,0.15086558,0.0,0.40935126,0.010379706,1.0,0.03953229,0.18722872,0.31901327,0.48413292,0.0,0.70687497,0.50574076,0.0015149256,0.104917675,0.87006795,0.11350242
sad,0.34029904,0.29417527,0.6232492,0.32082316,0.26618373,1.0,0.56104976,0.01156193,1.0,0.21048072,0.25879595,0.12611675,0.4094396,0.0,0.3226771,0.13053167,0.42456794,0.115138106,0.1229356,0.6102707
sad,0.25765952,0.34690574,0.576799,0.28692114,0.3660719,0.0,0.4830449,0.03237349,1.0,0.44062924,0.47726575,0.35678017,0.53010845,1.0,0.43317267,0.516535,0.014211573,0.10743384,0.5462398,0.436362
sad,0.30064282,0.15911333,0.39882767,0.2769286,0.33191636,0.0,0.43083844,0.18917562,1.0,0.31852847,0.51601,0.21669799,0.47303736,1.0,0.35468468,0.5199292,0.06493663,0.14895412,0.16019657,0.34421703
sad,0.3474984,0.40567937,0.118947476,0.53950167,0.14168075,1.0,0.21704794,0.060361747,0.0,0.0715983,0.17598352,0.27044395,0.38263693,0.0,0.55557156,0.49021602,0.07956904,0.33398646,0.20958027,0.09308474
sad,0.2961482,0.14663835,0.39444745,0.6278629,0.15010127,0.0,0.14561504,0.59410715,1.0,0.13325164,0.6607925,0.31386387,0.44485852,0.0,0.6642705,0.71408015,0.05272193,0.2345642,0.019293524,0.026286691
sad,0.32282594,0.46164945,0.1438359,0.37502977,0.21275069,0.0,0.26201746,0.24845076,0.0,0.20731089,0.47151902,0.2676065,0.41790414,0.0,0.1692825,0.40126336,0.03165852,0.1118934,0.03835661,0.35489303
sad,0.46019888,0.23643778,0.5939582,0.30750266,0.18514024,0.0,0.43440467,0.6836482,0.0,0.16870008,0.49426883,0.2876298,0.36796477,0.0,0.3921456,0.49589655,0.4259336,0.16566846,0.48377743,0.5834081
sad,0.26013622,0.0803664,0.42967057,0.31661525,0.176864,1.0,0.24425109,0.09476356,0.0,0.17611408,0.41869554,0.34088522,0.53536755,0.0,0.49405435,0.48880684,0.10288751,0.06643667,0.15844963,0.12203015
sad,0.5654201,0.34635693,0.5235059,0.38815764,0.22425039,1.0,0.39099583,0.08131823,0.0,0.32524452,0.24174789,0.17243508,0.41823032,0.0,0.69361997,0.4294484,0.12268076,0.16198279,0.5495094,0.29995844
sad,0.2489453,0.30296832,0.4726151,0.26060018,0.26391605,0.0,0.28542733,0.013796844,0.0,0.12986115,0.44850227,0.10195434,0.45060524,0.0,0.49758297,0.42018658,0.10265483,0.13934009,0.46663022,0.18220979
sad,0.4418997,0.3581612,0.569201,0.30824667,0.15733133,0.0,0.37460855,0.012218389,0.0,0.107438006,0.14175852,0.018535115,0.32475635,0.0,0.32500458,0.40962896,0.12573743,0.31806004,0.09919201,0.29955432
sad,0.40141678,0.25530088,0.6178492,0.27314138,0.26365882,1.0,0.4678677,0.03934391,1.0,0.2587573,0.3344341,0.18917245,0.45771146,0.0,0.59774053,0.3783257,0.044087827,0.11655447,0.13175857,0.34569517
sad,0.20849845,0.2452324,0.59374946,0.33345932,0.31794232,1.0,0.4344223,0.5300619,0.0,0.13032384,0.4412426,0.27651733,0.436166,0.0,0.42047268,0.5541426,0.54598916,0.103125274,0.47877133,0.55469453
sad,0.40848815,0.32152513,0.54042023,0.30419308,0.26981378,0.0,0.35214216,0.068429,1.0,0.28287476,0.57357424,0.3851332,0.35254106,0.0,0.3798664,0.43717378,0.020403406,0.054128874,0.13055092,0.09039016
sad,0.37974045,0.19015862,0.69684434,0.3225145,0.2759899,0.0,0.5638306,0.23994869,0.0,0.16945992,0.5232272,0.3611522,0.4759727,0.0,0.4681751,0.48982456,0.21575034,0.20512097,0.70847803,0.56216323
sad,0.23072319,0.27027336,0.5312297,0.29205096,0.5756958,0.0,0.7285369,0.8401145,0.0,0.7276507,0.29852533,0.2861706,0.5976444,0.0,0.43758968,0.37746164,0.21186544,0.045194004,0.087824896,0.39604527
sad,0.38016716,0.24583165,0.26126784,0.32374826,0.3565273,1.0,0.27556014,0.9057341,1.0,0.22495754,0.21116847,0.51471686,0.42485666,0.0,0.1614982,0.33309516,0.20830642,0.19210872,0.36965117,0.53445745
sad,0.29659325,0.12728432,0.26241976,0.28323418,0.3196521,1.0,0.24789341,0.12193017,1.0,0.08374659,0.41456383,0.3535053,0.41841775,0.0,0.2666876,0.49312955,0.008404521,0.2656822,0.06075512,0.24232626
sad,0.3903281,0.20858599,0.2363851,0.33514318,0.2955969,0.0,0.3895971,0.012495458,0.0,0.3111394,0.2985288,0.31601104,0.51188415,0.0,0.50652635,0.3727334,0.2661139,0.111027546,0.30123752,0.17384686
sad,0.4192171,0.2446435,0.36337072,0.43156463,0.25239763,0.0,0.37561768,0.0023870629,0.0,0.08586539,0.39471796,0.1952026,0.38183424,0.0,0.3602535,0.13099813,0.17191948,0.01933677,0.117400676,0.28547665
neutral,0.41879535,0.20315087,0.4837778,0.32362336,0.13992892,1.0,0.40012455,0.6383413,1.0,0.29747364,0.6541891,0.5199215,0.5426252,0.0,0.57610214,0.72022855,0.0030091417,0.062387757,0.25837183,0.2110497
sad,0.344134,0.25741008,0.2182281,0.5404503,0.0846815,0.0,0.13306807,0.001044579,0.0,0.020777939,0.3348326,0.19294012,0.29778063,0.0,0.41766095,0.22211829,0.66973263,0.2626397,0.05076165,0.052043866
sad,0.2800822,0.16090888,0.22421892,0.31140783,0.28490365,1.0,0.35129642,0.082353316,0.0,0.25726026,0.38709757,0.1363189,0.43406463,0.0,0.44789532,0.33623478,0.4550176,0.15386873,0.20961508,0.61876416
sad,0.22298883,0.23153652,0.2305819,0.35990444,0.24270092,0.0,0.33275142,0.3239376,1.0,0.13706087,0.2712588,0.2790188,0.44486588,0.0,0.22460485,0.35225838,0.52089834,0.25373814,0.06669562,0.19462983
sad,0.32109466,0.31913993,0.06720763,0.46531233,0.19399425,0.0,0.2600852,0.008137919,0.0,0.2838897,0.36785707,0.3231048,0.46446928,0.0,0.5463869,0.27646902,0.09355196,0.054805867,0.14271502,0.07179761
sad,0.26471338,0.13930269,0.26216787,0.27295294,0.40866485,0.0,0.35942435,0.7463788,1.0,0.39453834,0.5732851,0.41638234,0.42027196,0.0,0.3318989,0.7264933,0.18120539,0.13780245,0.24992706,0.38316855
sad,0.31440526,0.2147094,0.24813475,0.27354944,0.40682295,0.0,0.34634796,0.10810461,1.0,0.30803084,0.63254845,0.31744644,0.47736406,0.0,0.7116948,0.5273187,0.23057991,0.13577284,0.34208933,0.10289783
sad,0.33596182,0.30778927,0.30892733,0.27119768,0.32350206,1.0,0.4072211,0.1610505,1.0,0.3419302,0.546619,0.46996203,0.4130706,0.0,0.27660066,0.65154,0.007619122,0.052145194,0.16389354,0.36356476
sad,0.32089165,0.2630078,0.19405562,0.45446226,0.26962882,1.0,0.2756749,0.041795015,0.0,0.10031419,0.26970142,0.30657274,0.5191761,1.0,0.24330671,0.453753,0.09522651,0.053366773,0.15079987,0.0888026
sad,0.42929554,0.45654625,0.35838515,0.3886385,0.5055251,1.0,0.39708582,0.014349489,0.0,0.29468873,0.5231802,0.1371085,0.5264072,0.0,0.5722467,0.42109913,0.6305881,0.0632462,0.18287303,0.36645046
sad,0.27982584,0.2708571,0.5720813,0.3371778,0.16879204,0.0,0.32777914,0.20281783,0.0,0.115104616,0.17764057,0.27755117,0.6122783,0.0,0.51400685,0.49927637,0.006062284,0.034080587,0.2871721,0.27551723
sad,0.3190906,0.2434635,0.46049377,0.32177034,0.28714457,0.0,0.4524983,0.013423531,0.0,0.14655562,0.5478216,0.24658759,0.5451299,0.0,0.59329116,0.42303035,0.024089908,0.14822078,0.3683756,0.55144936
sad,0.37423903,0.14852135,0.3473452,0.41507092,0.12677617,0.0,0.17694081,0.10198186,0.0,0.100085475,0.72629654,0.4720974,0.6129181,0.0,0.7521057,0.5662551,0.080241986,0.16611987,0.049627636,0.08685932
sad,0.3720964,0.25948986,0.2899352,0.3481439,0.18368995,0.0,0.3980033,0.028871283,0.0,0.16511394,0.692838,0.24606824,0.58995605,0.0,0.63552606,0.6229725,0.01683001,0.0921631,0.4077941,0.5051565
sad,0.35751233,0.2873752,0.5313841,0.2813074,0.4297016,0.0,0.577132,0.053596064,1.0,0.28763482,0.45881775,0.33048368,0.39196864,0.0,0.3996813,0.49038866,0.30857623,0.12424899,0.49546495,0.42535374
sad,0.48116443,0.23685507,0.3773396,0.3763874,0.09292428,0.0,0.18775722,0.01383694,0.0,0.069682434,0.21148314,0.24623708,0.41607475,0.0,0.23878098,0.4193577,0.1187073,0.07303453,0.028919663,0.06106624
sad,0.24698092,0.12825201,0.36977208,0.38804027,0.417008,1.0,0.22815426,0.87863487,1.0,0.36396852,0.46502066,0.7782457,0.43779266,0.0,0.43247962,0.70828074,0.017602278,0.16190836,0.12654452,0.099412695
angry,0.49780774,0.43068072,0.57426614,0.28078,0.6407491,1.0,0.6428493,0.5056882,1.0,0.720667,0.60474944,0.6314311,0.48381823,0.0,0.37857196,0.29801986,0.18926778,0.04992654,0.24081363,0.31926477
sad,0.2170002,0.3476622,0.30767527,0.31617245,0.27750993,1.0,0.37713993,0.430686,0.0,0.27716395,0.41578248,0.22557852,0.4790929,0.0,0.52415997,0.33445263,0.28913873,0.12656865,0.2650198,0.51243025
sad,0.4599533,0.21964884,0.4308628,0.44820365,0.21650998,0.0,0.42466715,0.0055318875,0.0,0.10603819,0.22998205,0.24389118,0.5500706,0.0,0.3524756,0.5760135,0.026708,0.0345984,0.09863496,0.097464934
sad,0.35556567,0.23423101,0.30676046,0.56937695,0.09341973,0.0,0.19984359,0.023751868,0.0,0.05241314,0.124340735,0.53656214,0.28357968,0.0,0.31666633,0.22659004,0.09619488,0.16630708,0.30124146,0.09097206
sad,0.25634885,0.21235806,0.41145423,0.29950064,0.2952262,0.0,0.33277786,0.33308718,1.0,0.13966167,0.650429,0.16689569,0.46932846,0.0,0.4461862,0.68121606,0.04792478,0.229649,0.20854442,0.15278003
sad,0.2890357,0.14131197,0.39388266,0.57679206,0.100127436,0.0,0.1858161,0.184394,1.0,0.057165734,0.61175907,0.5800738,0.39812627,0.0,0.62460995,0.6565451,0.02497661,0.3235104,0.08942542,0.029538738
sad,0.30919623,0.33113244,0.22323366,0.27523622,0.33780944,1.0,0.42279145,0.93070996,0.0,0.06718177,0.61510134,0.37368566,0.49741575,0.0,0.6692951,0.4601926,0.06071797,0.11029434,0.36802107,0.43283808
sad,0.4364347,0.20412758,0.083895296,0.31413528,0.27762565,0.0,0.36724135,0.07259719,0.0,0.25633264,0.6469104,0.13303855,0.46711454,0.0,0.3329347,0.5926204,0.17834207,0.14960058,0.65294176,0.36795425
sad,0.4137459,0.35606223,0.3665464,0.36742288,0.20976801,0.0,0.26509893,0.109434925,1.0,0.3839447,0.37900025,0.4581107,0.46627635,0.0,0.43420097,0.38098967,0.27186644,0.2873218,0.11413087,0.5371889
sad,0.42883667,0.29462224,0.40205476,0.25960472,0.24819537,1.0,0.38188627,0.015324037,0.0,0.2881512,0.2618568,0.4214875,0.5488441,0.0,0.6529899,0.4397758,0.31094936,0.08111854,0.44770652,0.51724106
surprise,0.39886644,0.42983335,0.17908025,0.3844544,0.13871159,0.0,0.31998456,0.111192375,0.0,0.088581815,0.25070328,0.09123088,0.3611118,1.0,0.41716024,0.11461599,0.99110854,0.25380245,0.16080388,0.29568568
surprise,0.33640712,0.23898394,0.5339656,0.3833295,0.1479048,1.0,0.25677788,0.07131311,0.0,0.15179266,0.29738507,0.2904678,0.2712562,1.0,0.5730844,0.11676887,0.9969332,0.743521,0.40870157,0.45346838
surprise,0.4174696,0.37213087,0.6209367,0.35976002,0.2129565,1.0,0.40980667,0.79590106,0.0,0.2404,0.31240454,0.21580344,0.32863584,1.0,0.62050205,0.1207802,0.98520285,0.5960092,0.42140603,0.44168594
surprise,0.35669994,0.37421906,0.28711772,0.72361284,0.11727654,0.0,0.14361298,0.02745905,1.0,0.08378771,0.23215045,0.31950897,0.303605,1.0,0.588469,0.05294408,0.9917486,0.6025945,0.07167307,0.11100282
surprise,0.31996807,0.13293247,0.29146367,0.6970944,0.109071605,1.0,0.2213997,0.31689125,1.0,0.09330792,0.44571587,0.31490254,0.43702266,0.0,0.6016892,0.23165041,0.9838215,0.27119553,0.0898514,0.091121905
surprise,0.28318623,0.24195062,0.1079822,0.41460866,0.27348801,0.0,0.46176025,0.02172965,0.0,0.1268828,0.28896394,0.12718846,0.36635226,0.0,0.42315483,0.13523772,0.7872905,0.04987458,0.12950699,0.23742767
surprise,0.28347644,0.3441468,0.17496039,0.3373567,0.16888449,1.0,0.30638567,0.0049094385,1.0,0.13761774,0.20531537,0.4548786,0.35862285,1.0,0.34528124,0.42790636,0.9785139,0.31555125,0.16053423,0.18412186
surprise,0.31762114,0.15587264,0.09565276,0.6882603,0.14755699,0.0,0.23418783,0.67589885,0.0,0.2520822,0.58260334,0.35120073,0.3094735,1.0,0.613898,0.14003794,0.9883382,0.59162396,0.09866262,0.06026091
surprise,0.41252694,0.38442075,0.45925632,0.30727226,0.1532925,1.0,0.46833652,0.017666461,0.0,0.15208368,0.36831182,0.14116757,0.37569156,0.0,0.40238613,0.39925838,0.017998595,0.14645493,0.26461306,0.39496702
surprise,0.31960624,0.17908417,0.40740028,0.29607853,0.37802538,1.0,0.51936126,0.9008502,1.0,0.633137,0.5942794,0.1633816,0.347468,1.0,0.45880952,0.22904772,0.6523305,0.1319509,0.20881882,0.3496504
surprise,0.41822752,0.25359473,0.31619176,0.32067338,0.17932524,1.0,0.4532389,0.09123338,0.0,0.19114059,0.3394584,0.18630116,0.43241742,0.0,0.36993128,0.42145324,0.7517528,0.064252615,0.3069534,0.39200282
surprise,0.32395583,0.38632876,0.469662,0.3130745,0.17223825,0.0,0.51178473,0.8561601,0.0,0.19520451,0.2768356,0.36833078,0.32455093,0.0,0.63366145,0.16309303,0.7881072,0.55280036,0.19985431,0.3697085
surprise,0.339994,0.13614024,0.30536303,0.43004802,0.22106585,1.0,0.35845038,0.08344176,1.0,0.06648319,0.26215416,0.09781234,0.40143147,1.0,0.4866953,0.1760711,0.9806292,0.32622847,0.2605172,0.46400905
surprise,0.3269973,0.20339167,0.41851687,0.29209557,0.23554888,0.0,0.39773875,0.70264,0.0,0.3025156,0.21622276,0.19533569,0.46876115,0.0,0.72243345,0.1452835,0.8750066,0.1441326,0.28856933,0.31420484
surprise,0.30964553,0.30085242,0.20855057,0.27864894,0.47949377,0.0,0.32343197,0.9637666,1.0,0.2093032,0.6102316,0.59989697,0.43379086,1.0,0.5805973,0.15305981,0.99973243,0.54129314,0.075557955,0.3447464
surprise,0.3725019,0.22349758,0.37065166,0.313574,0.1846066,1.0,0.4247652,0.05708441,1.0,0.26056767,0.27259633,0.17630938,0.3463673,1.0,0.51977,0.33196646,0.7830408,0.13170932,0.39264935,0.27119732
surprise,0.48313338,0.33871222,0.71666443,0.33735698,0.23601623,1.0,0.46465158,0.35730463,0.0,0.21120617,0.2889512,0.20665008,0.39509875,1.0,0.45065165,0.112513155,0.9928311,0.53292525,0.46792796,0.43974417
surprise,0.24789292,0.4092352,0.55303866,0.32643342,0.1836557,0.0,0.39962462,0.07966558,1.0,0.23232791,0.65273255,0.1755804,0.4024279,1.0,0.41161045,0.45361266,0.3371698,0.22031763,0.14716338,0.34417456
surprise,0.29189986,0.11285485,0.4363622,0.35152718,0.23176444,0.0,0.3544869,0.0019245527,0.0,0.08488858,0.221472,0.04974646,0.363876,1.0,0.34084898,0.05892619,0.98006403,0.19421564,0.0780133,0.30790532
surprise,0.24775758,0.2802898,0.35986984,0.31682897,0.15973228,0.0,0.24260975,0.42998648,1.0,0.09361143,0.5358432,0.18963075,0.3613917,1.0,0.61650366,0.3270615,0.9792317,0.41701746,0.06554628,0.16945842
surprise,0.31638908,0.2919082,0.56160533,0.35466447,0.19584219,0.0,0.37457,0.55541813,0.0,0.19609769,0.2739809,0.02758317,0.2556209,1.0,0.5422438,0.047170654,0.99643075,0.5034148,0.117536895,0.34053206
surprise,0.33944863,0.20158494,0.3265433,0.34087694,0.15347147,1.0,0.39870155,0.16834673,0.0,0.2216877,0.29276666,0.09162599,0.29634783,1.0,0.6416306,0.07597213,0.9952626,0.7385557,0.07976855,0.48720682
surprise,0.3074337,0.24820617,0.26039562,0.42408678,0.09084237,1.0,0.15985212,0.005483509,1.0,0.16664085,0.33466455,0.4189938,0.37679425,1.0,0.55488497,0.13023731,0.99027,0.36454704,0.48159376,0.07284932
surprise,0.34008706,0.20837088,0.5897302,0.48250324,0.16187423,0.0,0.3231349,0.025184834,0.0,0.12417565,0.15996155,0.03940174,0.46388713,0.0,0.64915097,0.3671893,0.6193566,0.06883804,0.11428178,0.41388476
surprise,0.23458403,0.29071707,0.25156093,0.32518223,0.2445502,0.0,0.34986103,0.9839796,1.0,0.09714185,0.2627594,0.33278155,0.31395537,1.0,0.4389267,0.35460606,0.971312,0.40253797,0.46636397,0.3039298
surprise,0.39555413,0.20181783,0.4804261,0.23851037,0.35441127,1.0,0.40474778,0.014514945,1.0,0.21081278,0.28177366,0.09159145,0.41791266,1.0,0.59164995,0.13994952,0.9813509,0.57393867,0.6179666,0.26155347
surprise,0.31208643,0.4868176,0.35274756,0.38124388,0.13827801,0.0,0.26386866,0.19364461,0.0,0.11890873,0.22372976,0.21919104,0.5077388,1.0,0.3724533,0.2868791,0.99067557,0.28653932,0.37932155,0.3586608
surprise,0.39984283,0.20263849,0.36979568,0.39785177,0.27863777,0.0,0.25503314,0.5749403,0.0,0.162671,0.09816442,0.07478151,0.25531548,1.0,0.6257769,0.037947644,0.9995871,0.5259769,0.14091882,0.23790699
